nmero,edad,identidad_genero,tipo_victima,lugar_hecho,modalidad_comisiva,fecha_hecho
233,21,Mujer,Principal ,Neuquén,Disparo de bala,1/17/2013
242,37,Mujer,Principal ,Mendoza,Disparo de bala,1/16/2013
468,8 meses,Hombre,Vinculado,Entre Ríos,Disparo de bala,1/13/2013
303,63,Mujer,Principal ,Buenos Aires,Golpes,1/13/2013
196,40,Mujer,Principal ,Misiones,Acuchillamiento - Golpes,1/13/2013
430,49,Mujer,Principal ,Buenos Aires,Se desconoce,1/10/2013
432,32,Mujer,Principal ,Buenos Aires,Se desconoce,1/9/2013
195,7,Mujer,Principal ,Misiones,Otros,1/9/2013
367,34,Mujer,Principal ,Buenos Aires,Acuchillamiento,1/2/2013
367,10,Mujer,Vinculado,Buenos Aires,Acuchillamiento,1/2/2013
96,20,Mujer,Principal ,Córdoba,Quemaduras,1/1/2013
369,41,Mujer,Principal,Santa Fé,Disparo de bala,12/30/2012
117,45,Mujer,Principal,Salta,Disparo de bala,12/30/2012
421,50,Mujer,Principal,Córdoba,Acuchillamiento,12/17/2012
437,32,Mujer,Principal,Córdoba,Acuchillamiento,12/16/2012
