Fecha,Departamento,Municipio,Día,Hora,Barrio,Zona,Clase de sitio,Arma empleada,Móvil Agresor,Móvil Victima,Edad,Sexo,Estado civil,País de nacimiento,Clase de empleado,Profesión,Escolaridad,Código DANE,Cantidad
03/11/2017,ANTIOQUIA,OLAYA,Sábado,8:00:00,LA SERRANIA,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,18,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,5501000,1
03/11/2017,ANTIOQUIA,SANTAFÉ DE ANTIOQUIA,Sábado,8:00:00,CAÑAVERAL,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,27,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,5042000,1
03/11/2017,ANTIOQUIA,ZARAGOZA,Sábado,15:48:00,EL LIMON,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,23,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,5895000,1
03/11/2017,BOYACÁ,SAN LUIS DE GACENO,Sábado,18:00:00,VDA. HORIZANOTES,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,48,MASCULINO,CASADO,COLOMBIA,AGRICULTOR,-,PRIMARIA,15667000,1
03/11/2017,CAUCA,SANTANDER DE QUILICHAO,Sábado,22:20:00,BETANIA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,24,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,19698000,1
03/11/2017,CHOCÓ,CARMEN DEL DARIEN,Sábado,10:50:00,VDA BUENA VISTA,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,23,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO EJERCITO,-,SUPERIOR,27150000,1
03/11/2017,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,23:00:00,VILLA NUEVA   E-8,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,32,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,11001000,1
03/11/2017,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,1:50:00,CENTRO FONTIBÓN E-9,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,17,MASCULINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,SECUNDARIA,11001000,1
03/11/2017,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,23:45:00,LA DESPENSA E-7,URBANA,"BARES, CANTINAS Y SIMILARES",ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,32,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,11001000,1
03/11/2017,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,7:40:00,EL CONSUELO E-3,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,32,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,11001000,1
03/11/2017,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,16:13:00,PRADO CENTRAL E-11,URBANA,BODEGAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,44,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,11001000,1
03/11/2017,CUNDINAMARCA,SOACHA,Sábado,14:40:00,CAZUCA,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,20,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,25754000,1
03/11/2017,META,VILLAVICENCIO (CT),Sábado,11:08:00,13 DE MAYO,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,22,FEMENINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,50001000,1
03/11/2017,NORTE DE SANTANDER,CÚCUTA (CT),Sábado,15:00:00,BARRIO LA FLORIDA,URBANA,LOTE BALDIO,ARMA BLANCA / CORTOPUNZANTE,-,A PIE,27,MASCULINO,-,-,NO REPORTA,-,-,54001000,1
03/11/2017,NORTE DE SANTANDER,EL TARRA,Sábado,15:00:00,CORREGIMIENTO ORU,RURAL,CARRETERA,ARMA DE FUEGO,A PIE,A PIE,28,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,54250000,1
03/11/2017,NORTE DE SANTANDER,SARDINATA,Sábado,19:00:00,VEREDA BELLAVISTA,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,19,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,NO REPORTADO,54720000,1
03/11/2017,PUTUMAYO,VALLE DEL GUAMUEZ,Sábado,11:30:00,VDA. LAS VEGAS,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,27,MASCULINO,UNION LIBRE,COLOMBIA,AGRICULTOR,-,PRIMARIA,86865000,1
03/11/2017,SUCRE,SAN JUAN DE BETULIA,Sábado,21:10:00,CGTO. ALBANIA,RURAL,VIAS PUBLICAS,COMBUSTIBLE,A PIE,A PIE,47,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,70702000,1
03/11/2017,SUCRE,SINCELEJO (CT),Sábado,21:53:00,TERMINAL DE TRANSPORTE RAPIDO OCHOA,URBANA,TERMINAL DE TRANSPORTES,ARMA DE FUEGO,A PIE,A PIE,38,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,-,ANALFABETA,70001000,1
03/11/2017,VALLE,CALI (CT),Sábado,21:40:00,EL VERGEL E13,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,19,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,76001000,1
03/11/2017,VALLE,CALI (CT),Sábado,15:22:00,BELALCAZAR E9,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,33,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,76001000,1
03/11/2017,VALLE,CANDELARIA,Sábado,6:00:00,VEREDA DOMINGO LARGO (23-S-6-2),RURAL,VEHICULO,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR VEHICULO,22,MASCULINO,SOLTERO,COLOMBIA,COMERCIANTE,-,SECUNDARIA,76130000,1
03/11/2017,VALLE,CANDELARIA,Sábado,4:20:00,LOS MANGOS (23-S-1-1),URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,45,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,76130000,1
03/11/2017,VALLE,SAN PEDRO,Sábado,17:50:00,CORREGIMIENTO BUENOS AIRES,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,15,MASCULINO,UNION LIBRE,COLOMBIA,DESEMPLEADO,-,PRIMARIA,76670000,1
03/11/2017,VALLE,SAN PEDRO,Sábado,17:50:00,CORREGIMIENTO BUENOS AIRES,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,23,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,PRIMARIA,76670000,1
03/11/2017,VALLE,SAN PEDRO,Sábado,17:50:00,CORREGIMIENTO BUENOS AIRES,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,26,MASCULINO,SOLTERO,COLOMBIA,AGRICULTOR,-,PRIMARIA,76670000,1
03/11/2017,VICHADA,LA PRIMAVERA,Sábado,19:00:00,EL CENTRO,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,3,FEMENINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,ANALFABETA,99524000,1
03/12/2017,ANTIOQUIA,BELLO,Domingo,21:00:00,FORTIDUEÑO,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,26,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,5088000,1
03/12/2017,ANTIOQUIA,CALDAS,Domingo,8:45:00,VDA. LA CLARA,RURAL,INTERIOR VEHICULO PARTICULAR,ARMA DE FUEGO,A PIE,CONDUCTOR VEHICULO,34,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,5129000,1
03/12/2017,ANTIOQUIA,MEDELLÍN (CT),Domingo,6:00:00,ORIENTE  C-3,URBANA,CASAS DE HABITACION,ARMA DE FUEGO,A PIE,A PIE,15,MASCULINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,SECUNDARIA,5001000,1
03/12/2017,ANTIOQUIA,SAN JOSÉ DE LA MONTAÑA,Domingo,5:40:00,EL CARIBE,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,32,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,5658000,1
03/12/2017,ANTIOQUIA,TURBO,Domingo,7:15:00,CGTO. CURRULAO,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,27,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,5837000,1
03/12/2017,BOLÍVAR,CARTAGENA (CT),Domingo,3:30:00,CEBALLOS,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,26,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,13001000,1
03/12/2017,BOLÍVAR,CARTAGENA (CT),Domingo,3:30:00,CEBALLOS,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,26,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,13001000,1
03/12/2017,BOLÍVAR,CARTAGENA (CT),Domingo,0:15:00,SAN FRANCISCO,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,26,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,13001000,1
03/12/2017,BOLÍVAR,SAN JACINTO,Domingo,16:00:00,SECTOR RURAL,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR MOTOCICLETA,24,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,13654000,1
03/12/2017,BOLÍVAR,SANTA ROSA,Domingo,8:00:00,CALLE NUEVA,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,CONDUCTOR MOTOCICLETA,26,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,13683000,1
03/12/2017,BOYACÁ,PUERTO BOYACÁ,Domingo,2:00:00,SITIO BALASTRERA,RURAL,"BARES, CANTINAS Y SIMILARES",ARMA DE FUEGO,A PIE,A PIE,39,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,15572000,1
03/12/2017,CALDAS,MANIZALES (CT),Domingo,0:16:00,BARRIO GALERIAS,URBANA,"HOTELES, RESIDENCIAS, Y SIMILARES.",ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,40,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,PRIMARIA,17001000,1
03/12/2017,CAQUETÁ,FLORENCIA (CT),Domingo,19:45:00,NUEVA FLORENCIA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR VEHICULO,43,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,18001000,1
03/12/2017,CAUCA,EL TAMBO,Domingo,13:30:00,VDA BARAYA,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,56,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,19256000,1
03/12/2017,CAUCA,MORALES (CAUCA),Domingo,20:00:00,VDA SANTA BARBARA,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,47,MASCULINO,SOLTERO,COLOMBIA,AGRICULTOR,-,PRIMARIA,19473000,1
03/12/2017,CAUCA,POPAYÁN (CT),Domingo,6:45:00,CORSOCIAL,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,42,MASCULINO,CASADO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,19001000,1
03/12/2017,CESAR,VALLEDUPAR (CT),Domingo,3:40:00,ALTOS DE PIMIENTA,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,30,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,20001000,1
03/12/2017,CESAR,VALLEDUPAR (CT),Domingo,12:14:00,INVASION GUASIMALES,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,27,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,20001000,1
03/12/2017,CESAR,VALLEDUPAR (CT),Domingo,9:18:00,DANGON,URBANA,CARCELES,CONTUNDENTES,A PIE,A PIE,24,MASCULINO,UNION LIBRE,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,20001000,1
03/12/2017,CHOCÓ,QUIBDÓ (CT),Domingo,15:30:00,MONSERRATE,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,18,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,27001000,1
03/12/2017,CÓRDOBA,SAN PELAYO,Domingo,12:20:00,EL CANAL,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,26,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,23686000,1
03/12/2017,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,6:40:00,VILLA DEL RIO E-7,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,21,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,11001000,1
03/12/2017,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,17:20:00,SANTA ROSA DE LIMA E-3,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,19,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,11001000,1
03/12/2017,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,20:48:00,TOCAIMITA SUR E-5,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,17,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,11001000,1
03/12/2017,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,0:01:00,LOS TRES REYES - I ETAPA E-19,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,29,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,11001000,1
03/12/2017,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,5:02:00,CARACOLÍ E-19,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,28,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,11001000,1
03/12/2017,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,17:48:00,EL REFUGIO E-5,URBANA,CASAS DE HABITACION,ARMA DE FUEGO,A PIE,A PIE,45,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,11001000,1
03/12/2017,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,1:13:00,LISBOA E-11,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,27,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,11001000,1
03/12/2017,GUAVIARE,CALAMAR,Domingo,5:00:00,BARRIO LAS MALVINAS,URBANA,"BARES, CANTINAS Y SIMILARES",ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,36,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,NO REPORTADO,95015000,1
03/12/2017,GUAVIARE,SAN JOSÉ DEL GUAVIARE (CT),Domingo,20:55:00,BARRIO EL CENTRO,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,35,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,95001000,1
03/12/2017,HUILA,ISNOS,Domingo,21:45:00,VEREDA SALTO DE BORDONES,RURAL,RESTAURANTES,ARMA DE FUEGO,A PIE,A PIE,25,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,41359000,1
03/12/2017,HUILA,TIMANÁ,Domingo,14:00:00,VEREDA ALTO DE SANTA BÁRBARA,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,45,MASCULINO,SOLTERO,COLOMBIA,AGRICULTOR,-,SECUNDARIA,41807000,1
03/12/2017,MAGDALENA,EL BANCO,Domingo,1:15:00,CORREGIMIENTO TAMALAMEQUITO,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,30,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,47245000,1
03/12/2017,MAGDALENA,SANTA MARTA (CT),Domingo,2:40:00,PESCAITO,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,36,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,47001000,1
03/12/2017,NARIÑO,BUESACO,Domingo,5:00:00,CGTO. VILLA MORENO,RURAL,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,24,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,52110000,1
03/12/2017,NARIÑO,BUESACO,Domingo,2:30:00,CGTO. VILLA MORENO,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,24,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,52110000,1
03/12/2017,NARIÑO,EL CHARCO,Domingo,15:30:00,BARRIO PORVENIR,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,32,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,52250000,1
03/12/2017,NARIÑO,FRANCISCO PIZARRO,Domingo,20:00:00,BRISAS DEL MAR I ETAPA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,51,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,52520000,1
03/12/2017,NARIÑO,POLICARPA,Domingo,22:30:00,CASERIO SANCHEZ,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,57,MASCULINO,SOLTERO,COLOMBIA,AGRICULTOR,-,PRIMARIA,52540000,1
03/12/2017,NARIÑO,SAN ANDRES DE TUMACO,Domingo,5:00:00,AVENIDA LA PLAYA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,27,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,52835000,1
03/12/2017,NORTE DE SANTANDER,SARDINATA,Domingo,18:30:00,VEREDA EL HIGUERON,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,45,MASCULINO,CASADO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,54720000,1
03/12/2017,SANTANDER,BUCARAMANGA (CT),Domingo,12:40:00,CHAPINERO,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,34,FEMENINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,PRIMARIA,68001000,1
03/12/2017,TOLIMA,ANZOÁTEGUI,Domingo,21:00:00,VRDA. SANTA BARBARA,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,29,MASCULINO,SOLTERO,COLOMBIA,AGRICULTOR,-,PRIMARIA,73043000,1
03/12/2017,TOLIMA,IBAGUÉ (CT),Domingo,18:30:00,JARDIN SANTANDER,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,27,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,73001000,1
03/12/2017,TOLIMA,IBAGUÉ (CT),Domingo,9:55:00,SAN JOSE,URBANA,CASAS DE HABITACION,ARMA DE FUEGO,A PIE,A PIE,31,FEMENINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,73001000,1
03/12/2017,TOLIMA,ORTEGA,Domingo,12:30:00,VRDA. RECINTO,RURAL,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,27,FEMENINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,73504000,1
03/12/2017,VALLE,BOLÍVAR,Domingo,4:40:00,CRGTO NARANJAL,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,44,MASCULINO,CASADO,COLOMBIA,AGRICULTOR,-,SECUNDARIA,76100000,1
03/12/2017,VALLE,CALI (CT),Domingo,20:40:00,ALTOS DE MENGA E2,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,20,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,76001000,1
03/12/2017,VALLE,CALI (CT),Domingo,13:40:00,CIUDAD CORDOBA E15,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,26,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,PRIMARIA,76001000,1
03/12/2017,VALLE,CARTAGO,Domingo,22:53:00,URB. CHIMINANGOS,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,38,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,NO REPORTADO,76147000,1
03/12/2017,VALLE,GUADALAJARA DE BUGA,Domingo,23:43:00,BLOQUES DE UNINORTE,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,22,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,76111000,1
03/12/2017,VALLE,GUADALAJARA DE BUGA,Domingo,12:42:00,URB. PRADOS DE ORIENTE,URBANA,CASAS DE HABITACION,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,16,MASCULINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,SECUNDARIA,76111000,1
03/12/2017,VALLE,GUADALAJARA DE BUGA,Domingo,19:33:00,EL MOLINO,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,CONDUCTOR MOTOCICLETA,CONDUCTOR MOTOCICLETA,27,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,76111000,1
03/12/2017,VALLE,JAMUNDÍ,Domingo,1:00:00,EL PORVENIR E24,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,18,FEMENINO,UNION LIBRE,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,76364000,1
03/12/2017,VALLE,TORO,Domingo,4:55:00,EL CENTRO,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,40,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,INGENIERO CIVIL,SUPERIOR,76823000,1
13/03/2017,ANTIOQUIA,CAREPA,Lunes,22:50:00,MARIA CANO,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,35,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,5147000,1
13/03/2017,ANTIOQUIA,MEDELLÍN (CT),Lunes,23:30:00,MANZANILLO C-16,RURAL,SENDERO PEATONAL,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,30,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,5001000,1
13/03/2017,ANTIOQUIA,MEDELLÍN (CT),Lunes,21:18:00,MONTECLARO C-7,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,17,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,PRIMARIA,5001000,1
13/03/2017,ANTIOQUIA,PEÑOL,Lunes,19:00:00,LOS COMUNEROS,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,32,MASCULINO,SOLTERO,COLOMBIA,COMERCIANTE,-,SECUNDARIA,5541000,1
13/03/2017,ATLÁNTICO,BARRANQUILLA (CT),Lunes,21:10:00,CENTRO,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,65,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,8001000,1
13/03/2017,BOLÍVAR,BARRANCO DE LOBA,Lunes,19:00:00,SECTOR MINA SANTA CRUZ,RURAL,MINA,ARMA DE FUEGO,A PIE,A PIE,25,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,ANALFABETA,13074000,1
13/03/2017,BOLÍVAR,CARTAGENA (CT),Lunes,8:30:00,NUEVO PARAISO,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,21,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,13001000,1
13/03/2017,BOLÍVAR,SAN PABLO,Lunes,23:20:00,SANTANDER,URBANA,"BARES, CANTINAS Y SIMILARES",ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,31,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,13670000,1
13/03/2017,CALDAS,ANSERMA,Lunes,21:25:00,LOS SAUCES - ARCO II,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,25,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,PRIMARIA,17042000,1
13/03/2017,CAUCA,MIRANDA,Lunes,4:00:00,CENTRAL,URBANA,BILLARES,CONTUNDENTES,A PIE,A PIE,49,MASCULINO,UNION LIBRE,COLOMBIA,COMERCIANTE,-,SECUNDARIA,19455000,1
13/03/2017,CAUCA,PUERTO TEJADA,Lunes,19:15:00,HIPODROMO,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,23,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,19573000,1
13/03/2017,CAUCA,VILLA RICA,Lunes,10:50:00,VDA LA PRIMAVERA,RURAL,CARRETERA,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,23,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,19845000,1
